FeatureID,FeatureName,Group1-Region1 Average,Group1-Region1 Log2 Fold Change,Group1-Region1 P-Value,Group2-Region1 Average,Group2-Region1 Log2 Fold Change,Group2-Region1 P-Value,Group1-Region2 Average,Group1-Region2 Log2 Fold Change,Group1-Region2 P-Value,Group2-Region2 Average,Group2-Region2 Log2 Fold Change,Group2-Region2 P-Value
ExampleGeneEnsembl-75,ExGene75,0.667773767,0.297228712,0.340897466,0.245550647,0.679180216,0.934683138,0.616616825,0.602543657,0.751306011,0.279399044,0.873413367,0.423054738
ExampleGeneEnsembl-76,ExGene76,0.090405665,0.159260137,0.76034473,0.742420905,0.736590766,0.532787494,0.065188616,0.341909188,0.002783055,0.029476156,0.005631872,0.388536916
ExampleGeneEnsembl-77,ExGene77,0.425784173,0.329102394,0.622269488,0.995396348,0.641742678,0.300852608,0.355647915,0.084452132,0.769906164,0.053100946,0.861593231,0.176743358
ExampleGeneEnsembl-78,ExGene78,0.526433702,0.321767984,0.984017036,0.956762018,0.017340671,0.309276001,0.703358816,0.79093099,0.963597064,0.507711139,0.512751669,0.581447253
ExampleGeneEnsembl-79,ExGene79,0.060141984,0.954337327,0.818724832,0.615989085,0.1682057,0.007500669,0.487704444,0.041494742,0.148334793,0.436270592,0.481730573,0.538447714
ExampleGeneEnsembl-80,ExGene80,0.369986455,0.467238762,0.104570647,0.937931935,0.43828505,0.525106636,0.34576454,0.204038551,0.790227808,0.740196595,0.636163912,0.316610464
ExampleGeneEnsembl-81,ExGene81,0.361989103,0.325822702,0.906765375,0.900299193,0.047722349,0.124756206,0.004585198,0.789656353,0.256567119,0.603343205,0.424361632,0.18043072
ExampleGeneEnsembl-82,ExGene82,0.328288393,0.21296708,0.777328559,0.803448995,0.897188159,0.356113634,0.157907142,0.304134224,0.43056205,0.394336902,0.91091072,0.112278471
ExampleGeneEnsembl-83,ExGene83,0.294715396,0.595468348,0.063329681,0.584852735,0.214493571,0.632578177,0.88880708,0.656004894,0.498745544,0.298316255,0.876995029,0.864090327
ExampleGeneEnsembl-84,ExGene84,0.218868927,0.671237572,0.898789312,0.527779867,0.138223138,0.761124552,0.598951737,0.344039362,0.907456149,0.512597978,0.040331019,0.682815692
ExampleGeneEnsembl-85,ExGene85,0.964652387,0.448828607,0.477578783,0.458596201,0.990108601,0.297361151,0.044040048,0.989289002,0.989259544,0.387097283,0.858394475,0.240920545
ExampleGeneEnsembl-86,ExGene86,0.213213135,0.629099053,0.192379913,0.51361537,0.301890421,0.410998486,0.134061015,0.297313915,0.38796633,0.981726647,0.364593134,0.377244012
ExampleGeneEnsembl-87,ExGene87,0.817283605,0.0408916,0.745750614,0.824741868,0.150056361,0.988119235,0.455689607,0.890611423,0.039206099,0.642709165,0.811710082,0.149706725
ExampleGeneEnsembl-88,ExGene88,0.687112146,0.425896465,0.725164033,0.53164174,0.025750782,0.395305598,0.64154336,0.607115228,0.566750602,0.989587646,0.252697844,0.293409626
ExampleGeneEnsembl-89,ExGene89,0.508093927,0.156726209,0.339688177,0.95455197,0.030732,0.05640277,0.748910905,0.477504105,0.290121596,0.820830065,0.779994432,0.894273928
ExampleGeneEnsembl-90,ExGene90,0.839932087,0.516788276,0.244747235,0.822637347,0.616566345,0.157401039,0.077213742,0.756032777,0.283991536,0.598638805,0.527091403,0.380785464
ExampleGeneEnsembl-91,ExGene91,0.600062863,0.843317619,0.464988802,0.603427856,0.578384033,0.465295921,0.220084468,0.937817684,0.34921339,0.859594364,0.483749064,0.862158805
ExampleGeneEnsembl-92,ExGene92,0.401481562,0.113761084,0.116347846,0.795147153,0.168266066,0.915749557,0.225008806,0.971057484,0.351836084,0.271822231,0.998443549,0.680640515
ExampleGeneEnsembl-93,ExGene93,0.435684317,0.182346873,0.098092944,0.73930608,0.827507156,0.772997915,0.395786949,0.293496587,0.881117708,0.016045095,0.183421866,0.333534483
ExampleGeneEnsembl-94,ExGene94,0.954812808,0.322677493,0.615062686,0.227288305,0.054602664,0.75387012,0.915110416,0.264281543,0.801726621,0.688760609,0.941397997,0.718340443
ExampleGeneEnsembl-95,ExGene95,0.663589875,0.844465627,0.203063112,0.783836854,0.378232546,0.910538875,0.991688269,0.045718061,0.146929048,0.575033682,0.344633553,0.471760061
ExampleGeneEnsembl-96,ExGene96,0.309493788,0.948409709,0.636039438,0.550731777,0.650010393,0.512174721,0.482849922,0.15788299,0.071282916,0.778160157,0.618530173,0.318316547
ExampleGeneEnsembl-97,ExGene97,0.627062923,0.874168461,0.278492549,0.812451887,0.745814478,0.659786388,0.317202845,0.235917761,0.045834474,0.510333435,0.707470488,0.442461062
ExampleGeneEnsembl-98,ExGene98,0.098050569,0.671092005,0.788375667,0.143149891,0.886249035,0.946267208,0.088431131,0.182743066,0.434643656,0.874086733,0.211960293,0.376653837
ExampleGeneEnsembl-99,ExGene99,0.463764726,0.479238182,0.837500797,0.820913882,0.779093282,0.349191878,0.320544679,0.721706481,0.913047811,0.505290091,0.118562702,0.656294342
ExampleGeneEnsembl-100,ExGene100,0.663494209,0.470515778,0.98178366,0.390290904,0.211509012,0.4968551,0.780468913,0.792478775,0.877885596,0.083728492,0.622216335,0.197126861
ExampleGeneEnsembl-101,ExGene101,0.550085125,0.367709438,0.452892672,0.244706137,0.813733908,0.288683768,0.251135278,0.881886645,0.684454541,0.837551521,0.054131846,0.938737787
ExampleGeneEnsembl-102,ExGene102,0.820710296,0.81556504,0.685130599,0.526843611,0.234974501,0.02456058,0.574517867,0.288269933,0.854823928,0.241710254,0.176733664,0.583585094
ExampleGeneEnsembl-103,ExGene103,0.380232192,0.127555236,0.234767659,0.27465024,0.210695375,0.043024766,0.029836282,0.610734358,0.288358006,0.170672961,0.923341564,0.76872555
ExampleGeneEnsembl-104,ExGene104,0.851033006,0.358977185,0.248020245,0.328066843,0.427951406,0.305859197,0.77872224,0.393583794,0.163660332,0.268565199,0.350036595,0.795992904
ExampleGeneEnsembl-105,ExGene105,0.862715646,0.969712835,0.797738995,0.653102709,0.924857826,0.239579266,0.629974485,0.249750745,0.761009593,0.878546114,0.914153277,0.247191186
ExampleGeneEnsembl-106,ExGene106,0.752545177,0.182908047,0.173632537,0.294389242,0.563302382,0.243520355,0.957201762,0.333154738,0.035422333,0.286022191,0.819163287,0.688565332
ExampleGeneEnsembl-107,ExGene107,0.507871403,0.22740628,0.76986745,0.220962515,0.586055291,0.242589686,0.575687692,0.643058586,0.584951593,0.706921674,0.968794488,0.484169472
ExampleGeneEnsembl-108,ExGene108,0.693450969,0.743786667,0.348566558,0.448265793,0.368757549,0.984808554,0.238568365,0.292680703,0.213674872,0.054466399,0.346977354,0.473556428
ExampleGeneEnsembl-109,ExGene109,0.003926877,0.418753238,0.658804769,0.665999129,0.013212139,0.186827605,0.442048347,0.196342971,0.821341988,0.594853665,0.534204905,0.183920481
ExampleGeneEnsembl-110,ExGene110,0.613545473,0.999026088,0.996742068,0.793747037,0.387509594,0.438655762,0.206291412,0.691846881,0.441598517,0.643327231,0.840460961,0.775768404
ExampleGeneEnsembl-111,ExGene111,0.226751552,0.615733562,0.130398269,0.723095648,0.029481991,0.641486141,0.083829659,0.671095125,0.851551333,0.190732528,0.408118037,0.953558502
ExampleGeneEnsembl-112,ExGene112,0.485409161,0.573866606,0.564920702,0.147229759,0.486810567,0.357193522,0.761898285,0.727835425,0.814269749,0.632617099,0.708864348,0.570490946
ExampleGeneEnsembl-113,ExGene113,0.226191807,0.115417477,0.448137374,0.947023821,0.728821601,0.326644678,0.292811242,0.6290591,0.008856109,0.418462313,0.263363,0.19304462
ExampleGeneEnsembl-114,ExGene114,0.783407463,0.768309144,0.303939803,0.640199089,0.995938855,0.735563084,0.836267001,0.680306574,0.495022833,0.019015835,0.140825718,0.33638573
ExampleGeneEnsembl-115,ExGene115,0.24386604,0.264290889,0.488875993,0.319612489,0.987169831,0.158098501,0.467756505,0.747714578,0.906407121,0.02212338,0.657802634,0.964625262
ExampleGeneEnsembl-116,ExGene116,0.930402956,0.528903513,0.57596438,0.341608152,0.139358164,0.813474308,0.784009894,0.627390999,0.679484951,0.278650696,0.988317232,0.675250633
ExampleGeneEnsembl-117,ExGene117,0.359807501,0.33366336,0.393287951,0.052380303,0.411747468,0.206718468,0.148348867,0.583978809,0.247097616,0.453151765,0.030463483,0.307021684
ExampleGeneEnsembl-118,ExGene118,0.73753363,0.970721142,0.264668127,0.425153941,0.579823483,0.633299838,0.887459213,0.541101808,0.647906964,0.263629577,0.036416976,0.195456102
ExampleGeneEnsembl-119,ExGene119,0.649782265,0.084459989,0.715249705,0.183509208,0.542463856,0.382697732,0.677946805,0.944598679,0.963174911,0.985097509,0.637065912,0.46630728
ExampleGeneEnsembl-120,ExGene120,0.293598372,0.53771371,0.996797695,0.450390068,0.213584802,0.335138583,0.743841824,0.712164013,0.797609981,0.168969499,0.680827611,0.906631272
ExampleGeneEnsembl-121,ExGene121,0.99926223,0.542355459,0.268370853,7.23022E-06,0.617059108,0.564898541,0.605010455,0.090427814,0.724966936,0.817056287,0.109052296,0.032324267
ExampleGeneEnsembl-122,ExGene122,0.618159636,0.629256152,0.878087958,0.495881674,0.577924767,0.394527137,0.215606165,0.296855978,0.615605105,0.654917133,0.572409212,0.568614849
ExampleGeneEnsembl-123,ExGene123,0.669496811,0.601347137,0.975771859,0.670802764,0.710005162,0.633091238,0.535566724,0.144773992,0.696324936,0.688230458,0.02988542,0.087239226
ExampleGeneEnsembl-124,ExGene124,0.047211502,0.25490861,0.327572535,0.381086508,0.645196073,0.457871147,0.340220661,0.651950448,0.731857223,0.943253363,0.800257613,0.501422876
ExampleGeneEnsembl-125,ExGene125,0.67720043,0.72078545,0.368094114,0.300216732,0.146649651,0.889867546,0.155037615,0.342552475,0.349113379,0.229859258,0.603356256,0.416066684
ExampleGeneEnsembl-126,ExGene126,0.505092901,0.236822556,0.871034355,0.470649002,0.978254407,0.584023137,0.151299743,0.462142554,0.14819924,0.803801159,0.264761363,0.337268567
ExampleGeneEnsembl-127,ExGene127,0.721976435,0.20255601,0.054859863,0.130155513,0.328825509,0.483311814,0.100553713,0.553702609,0.065460521,0.293922205,0.990836202,0.633310116
ExampleGeneEnsembl-128,ExGene128,0.997190225,0.972003625,0.356325137,0.803827553,0.387150355,0.529399282,0.738618661,0.412883694,0.234231637,0.202341357,0.561273298,0.214582821
ExampleGeneEnsembl-129,ExGene129,0.445031284,0.19618395,0.356841075,0.169259393,0.21175322,0.472830016,0.969724214,0.637267493,0.095428883,0.134266496,0.16611524,0.665188247
ExampleGeneEnsembl-130,ExGene130,0.508457001,0.352519803,0.936759353,0.117911661,0.47186548,0.788614662,0.207838651,0.478254038,0.607566347,0.690665682,0.270617261,0.994296794
ExampleGeneEnsembl-131,ExGene131,0.007649239,0.469027116,0.320993372,0.957033546,0.396461756,0.607647627,0.616448384,0.394886798,0.254025183,0.848451951,0.633455497,0.461129964
ExampleGeneEnsembl-132,ExGene132,0.869652097,0.346736926,0.6937144,0.530821087,0.580280541,0.102181784,0.961161482,0.241836675,0.392653244,0.461328049,0.490832514,0.573276566
ExampleGeneEnsembl-133,ExGene133,0.560554077,0.201286928,0.928018505,0.134035333,0.107483392,0.184414333,0.850735049,0.579785551,0.91563039,0.427334825,0.021274856,0.923954576
ExampleGeneEnsembl-134,ExGene134,0.302548511,0.629311737,0.779370751,0.537180445,0.411832592,0.980841403,0.999579339,0.770757713,0.035516888,0.465311496,0.92313691,0.656719137
ExampleGeneEnsembl-135,ExGene135,0.398415953,0.770457526,0.940475004,0.858070093,0.152253446,0.783825656,0.586869651,0.833909016,0.91332864,0.254449966,0.757544549,0.303532507
ExampleGeneEnsembl-136,ExGene136,0.481709117,0.099194199,0.480853464,0.49182377,0.225231526,0.926495465,0.795726908,0.097512128,0.530508305,0.698633895,0.855130503,0.327480609
ExampleGeneEnsembl-137,ExGene137,0.246078011,0.540404343,0.519174113,0.052609333,0.359412444,0.590920059,0.890687164,0.577420516,0.440293043,0.084679262,0.055457707,0.055459861
ExampleGeneEnsembl-138,ExGene138,0.093244739,0.261677884,0.224053488,0.166392962,0.639006744,0.42267284,0.685949867,0.229441789,0.420124453,0.829915562,0.523941762,0.55761608
ExampleGeneEnsembl-139,ExGene139,0.883010466,0.733288827,0.28798933,0.605631716,0.94224673,0.550758094,0.76869311,0.863392849,0.5747421,0.101421106,0.99875237,0.417131484
ExampleGeneEnsembl-140,ExGene140,0.515279115,0.390072165,0.375355692,0.366933965,0.724719046,0.137204907,0.302679378,0.519989783,0.959224496,0.92094053,0.031535245,0.322466972
ExampleGeneEnsembl-141,ExGene141,0.231990367,0.980955648,0.153459536,0.652154716,0.550895208,0.495483397,0.168614352,0.249587705,0.320384347,0.295582317,0.57615944,0.215532376
ExampleGeneEnsembl-142,ExGene142,0.073806757,0.630291532,0.346936501,0.584469294,0.784871321,0.004884118,0.090733962,0.113713435,0.665519555,0.902409927,0.471467586,0.421722855
ExampleGeneEnsembl-143,ExGene143,0.716609349,0.642953735,0.914509275,0.905526561,0.206374584,0.457831373,0.715685838,0.875906797,0.996823716,0.277600329,0.676785009,0.421064401
ExampleGeneEnsembl-144,ExGene144,0.625504672,0.168646669,0.34710608,0.415968425,0.228416817,0.151967161,0.228658136,0.642024886,0.576125912,0.398470884,0.446303421,0.540876865
ExampleGeneEnsembl-145,ExGene145,0.750530228,0.183600749,0.115467723,0.667878598,0.799197934,0.846056927,0.652147583,0.646713474,0.064554991,0.448641924,0.661236979,0.645576695
ExampleGeneEnsembl-146,ExGene146,0.96676231,0.032244035,0.378762434,0.220583716,0.076157347,0.006807205,0.04089486,0.227771367,0.833725059,0.287347089,0.113308447,0.366524953
