FeatureID,FeatureName,Group1-Region1 Average,Group1-Region1 Log2 Fold Change,Group1-Region1 P-Value,Group2-Region1 Average,Group2-Region1 Log2 Fold Change,Group2-Region1 P-Value,Group1-Region2 Average,Group1-Region2 Log2 Fold Change,Group1-Region2 P-Value,Group2-Region2 Average,Group2-Region2 Log2 Fold Change,Group2-Region2 P-Value
ExampleGeneEnsembl-20,ExGene20,0.724502282,0.761537644,0.016280993,0.246341086,0.80256601,0.157933776,0.436182094,0.846365159,0.04530979,0.26535911,0.809184356,0.889979025
ExampleGeneEnsembl-21,ExGene21,0.552768416,0.947247728,0.950646461,0.898137875,0.492973672,0.482613626,0.829099269,0.482269811,0.165023383,0.691287923,0.933367318,0.488044874
ExampleGeneEnsembl-22,ExGene22,0.16485341,0.244217643,0.18741051,0.491726202,0.557723254,0.469550743,0.936846941,0.722548365,0.157073506,0.777358674,0.76873348,0.035075437
ExampleGeneEnsembl-23,ExGene23,0.468212262,0.191063937,0.220921318,0.839721678,0.487340015,0.445948903,0.793157857,0.768096065,0.310058912,0.91646958,0.120733053,0.001091429
ExampleGeneEnsembl-24,ExGene24,0.50633868,0.101578578,0.278084481,0.072550266,0.141593018,0.843901369,0.531542542,0.72602325,0.091196791,0.321398805,0.14937985,0.996378801
ExampleGeneEnsembl-25,ExGene25,0.890858062,0.120599385,0.336942374,0.30525796,0.728322958,0.097461831,0.674755079,0.529247534,0.868086515,0.010196156,0.15578992,0.132883502
ExampleGeneEnsembl-26,ExGene26,0.629714164,0.585844107,0.551903574,0.29364061,0.968087981,0.062017707,0.335561233,0.307899375,0.67797307,0.3583342,0.818682654,0.364769151
ExampleGeneEnsembl-27,ExGene27,0.220896864,0.380762952,0.38737656,0.940510858,0.964752565,0.59792171,0.510903792,0.980566047,0.19309595,0.60115376,0.672884317,0.194643213
ExampleGeneEnsembl-28,ExGene28,0.87682596,0.090994254,0.745225125,0.967332291,0.138095017,0.302628684,0.216832265,0.087646194,0.452160279,0.349472749,0.000372293,0.736249454
ExampleGeneEnsembl-29,ExGene29,0.316776863,0.346656958,0.062088497,0.672247111,0.604532257,0.972686283,0.517289569,0.914012388,0.906203289,0.177811666,0.056599124,0.032664834
ExampleGeneEnsembl-30,ExGene30,0.734525471,0.452708268,0.528619006,0.178872121,0.18604039,0.828121204,0.738511971,0.721859253,0.729848334,0.507893041,0.857820505,0.052112494
ExampleGeneEnsembl-31,ExGene31,0.28053545,0.685219204,0.373727084,0.12942795,0.328591104,0.047422817,0.002961874,0.7234812,0.484083589,0.600292397,0.117911341,0.111947832
ExampleGeneEnsembl-32,ExGene32,0.44754384,0.968098258,0.084385765,0.935852624,0.756589426,0.408901797,0.184520287,0.054362695,0.157675039,0.862087559,0.577248358,0.565943559
ExampleGeneEnsembl-33,ExGene33,0.63201423,0.34991409,0.956704509,0.69113354,0.458636482,0.468175075,0.895878713,0.910385448,0.033179476,0.307987158,0.795257214,0.852928276
ExampleGeneEnsembl-34,ExGene34,0.521469672,0.920154191,0.237651116,0.616533317,0.931123654,0.162027523,0.503826458,0.852921092,0.863417079,0.120220003,0.448760647,0.130105345
ExampleGeneEnsembl-35,ExGene35,0.493746345,0.332191268,0.421737127,0.216135077,0.387401127,0.3173004,0.713943352,0.048121617,0.089544234,0.287345422,0.739916275,0.489816222
ExampleGeneEnsembl-36,ExGene36,0.670175396,0.839584625,0.660756548,0.809624877,0.189479009,0.64311708,0.873544126,0.232655909,0.421424824,0.438258062,0.864018309,0.901812385
ExampleGeneEnsembl-37,ExGene37,0.628326963,0.486919661,0.310595155,0.274253731,0.271083623,0.537791951,0.384451236,0.222432841,0.132946332,0.163659918,0.614978571,0.943414905
ExampleGeneEnsembl-38,ExGene38,0.447869257,0.344371752,0.026300674,0.091316043,0.432612408,0.775841923,0.024989065,0.897643899,0.019688709,0.86518132,0.870899837,0.049336395
ExampleGeneEnsembl-39,ExGene39,0.432815522,0.65504072,0.861476235,0.529996886,0.469368577,0.603028348,0.322346371,0.755584331,0.62196971,0.868661029,0.326739357,0.982570047
ExampleGeneEnsembl-40,ExGene40,0.043750674,0.63288568,0.79006415,0.84526103,0.592496036,0.65804934,0.520350971,0.031651011,0.418531873,0.881754417,0.200866095,0.484970171
ExampleGeneEnsembl-41,ExGene41,0.918307119,0.995142334,0.99560161,0.269919142,0.39659439,0.450633071,0.201998429,0.886726465,0.186258949,0.169120858,0.791987591,0.751617071
ExampleGeneEnsembl-42,ExGene42,0.469866361,0.626090233,0.803774789,0.996121678,0.867399064,0.616103948,0.848913301,0.85553027,0.988443864,0.644427337,0.802422196,0.325605308
ExampleGeneEnsembl-43,ExGene43,0.947405104,0.098399741,0.142779388,0.014619884,0.893198587,0.080696934,0.552554727,0.868911393,0.000268004,0.004075476,0.05629099,0.86501403
ExampleGeneEnsembl-44,ExGene44,0.91020371,0.592698269,0.167755754,0.74512976,0.122569824,0.032943747,0.963500705,0.197969628,0.055442212,0.57834108,0.323852598,0.865062628
ExampleGeneEnsembl-45,ExGene45,0.901413829,0.652801247,0.603833731,0.38580037,0.275051102,0.336492011,0.663652765,0.022336026,0.128239112,0.28661221,0.862502636,0.439909124
ExampleGeneEnsembl-46,ExGene46,0.318033403,0.781612275,0.973745885,0.880354939,0.135972718,0.097921061,0.75177204,0.637115405,0.29001043,0.026686679,0.831534942,0.770197122
ExampleGeneEnsembl-47,ExGene47,0.77343601,0.226998625,0.970833233,0.318790956,0.652160045,0.547225308,0.070327578,0.282742594,0.200509654,0.606852537,0.69070735,0.355200011
ExampleGeneEnsembl-48,ExGene48,0.125491116,0.329568911,0.69830201,0.198866068,0.703494404,0.546051896,0.28173344,0.355048372,0.567671864,0.919375353,0.337404411,0.663671729
ExampleGeneEnsembl-49,ExGene49,0.198441483,0.316322595,0.31606048,0.310536019,0.319561128,0.241947481,0.113667357,0.68572391,0.232302076,0.469799811,0.328586797,0.400405999
ExampleGeneEnsembl-50,ExGene50,0.84597965,0.086664305,0.070704245,0.191109896,0.341422457,0.212535074,0.601535478,0.8792744,0.780626482,0.238952498,0.049492469,0.948373263
ExampleGeneEnsembl-51,ExGene51,0.143559772,0.835817969,0.483153603,0.084631637,0.827624016,0.395999198,0.587756148,0.776985689,0.948852268,0.870199415,0.995432398,0.239030794
ExampleGeneEnsembl-52,ExGene52,0.226919017,0.985482222,0.663536862,0.233778543,0.607458297,0.396840061,0.778258921,0.741193071,0.557728795,0.270341198,0.517824407,0.332714281
ExampleGeneEnsembl-53,ExGene53,0.664208809,0.15832065,0.405573603,0.921239162,0.143707815,0.271918549,0.889149826,0.369182156,0.655809974,0.397075427,0.778334844,0.45285806
ExampleGeneEnsembl-54,ExGene54,0.09655679,0.430732742,0.337694768,0.301471254,0.921503544,0.055612575,0.705499984,0.159129065,0.468050552,0.23928042,0.884868598,0.396344068
ExampleGeneEnsembl-55,ExGene55,0.894356076,0.476119806,0.349388507,0.709983536,0.114069186,0.075808975,0.852231288,0.150617783,0.771473742,0.621812239,0.569845594,0.711894157
ExampleGeneEnsembl-56,ExGene56,0.391318038,0.771194918,0.973067511,0.14665283,0.548539684,0.972662332,0.844235331,0.190715022,0.093229668,0.761449959,0.183259021,0.610871237
ExampleGeneEnsembl-57,ExGene57,0.314288576,0.697157273,0.346096606,0.234979309,0.232283526,0.657720443,0.569885899,0.10599769,0.579384267,0.13134975,0.290094849,0.259290721
ExampleGeneEnsembl-58,ExGene58,0.468347574,0.228904436,0.268599077,0.215128919,0.449227853,0.854051567,0.43954215,0.273935505,0.535954121,0.699750155,0.582073615,0.439775715
ExampleGeneEnsembl-59,ExGene59,0.877735905,0.378286148,0.123523758,0.197540917,0.371129537,0.655091124,0.846732635,0.356087153,0.649941824,0.391748772,0.911899741,0.155906689
ExampleGeneEnsembl-60,ExGene60,0.992045546,0.848779015,0.647310109,0.90688595,0.16922534,0.362471325,0.093553109,0.478901526,0.654737246,0.625222911,0.242382144,0.805823906
ExampleGeneEnsembl-61,ExGene61,0.229240474,0.95523963,0.42172698,0.479181799,0.592877299,0.825778091,0.41798788,0.516159179,0.466525051,0.109243,0.206796023,0.637055501
ExampleGeneEnsembl-62,ExGene62,0.102220771,0.359170556,0.88254336,0.39455938,0.396473038,0.858505744,0.538862063,0.38552828,0.164075787,0.956059089,0.600065517,0.360111075
ExampleGeneEnsembl-63,ExGene63,0.337971964,0.014491108,0.539439297,0.094785863,0.683350393,0.888167099,0.766030167,0.193786263,0.085998162,0.497931268,0.614067512,0.926338898
ExampleGeneEnsembl-64,ExGene64,0.867027034,0.041953225,0.540932217,0.610617993,0.654953885,0.280489462,0.90668615,0.621399735,0.898849601,0.257220775,0.194616309,0.650893006
ExampleGeneEnsembl-65,ExGene65,0.075962243,0.711682638,0.046892417,0.02606801,0.084326445,0.527742696,0.222843692,0.064240908,0.452745546,0.460301909,0.21804387,0.431208072
ExampleGeneEnsembl-66,ExGene66,0.426485857,0.816828445,0.294537026,0.134509078,0.696746102,0.700259387,0.089221409,0.705522077,0.348753607,0.298205366,0.302373687,0.188137251
ExampleGeneEnsembl-67,ExGene67,0.888576051,0.517550547,0.057314317,0.720514806,0.595436976,0.715201385,0.548065755,0.213162119,0.679442582,0.530972851,0.350194261,0.473743969
ExampleGeneEnsembl-68,ExGene68,0.590468943,0.933423746,0.011206116,0.404888507,0.716045613,0.481263515,0.943069321,0.803461834,0.226275525,0.387045827,0.581019527,0.865667793
ExampleGeneEnsembl-69,ExGene69,0.561750107,0.259262863,0.772531996,0.783187165,0.936921097,0.298896443,0.329751206,0.607876131,0.491282167,0.914813091,0.452153223,0.263155308
ExampleGeneEnsembl-70,ExGene70,0.908769068,0.677954576,0.064323057,0.927545012,0.888078964,0.608483488,0.795158044,0.085126137,0.059034635,0.687170699,0.293859781,0.153146508
ExampleGeneEnsembl-71,ExGene71,0.259990907,0.78701759,0.19178754,0.726403434,0.951956413,0.738408638,0.505224124,0.476939741,0.364549508,0.868316954,0.77311256,0.241736286
ExampleGeneEnsembl-72,ExGene72,0.158890296,0.628439663,0.438967061,0.100104541,0.221573056,0.413073463,0.917029388,0.353286784,0.540078649,0.141589469,0.411644353,0.030476743
ExampleGeneEnsembl-73,ExGene73,0.724369718,0.50209773,0.393263637,0.603262866,0.517588186,0.836644643,0.172052286,0.163907384,0.951494123,0.679189892,0.38507538,0.666249965
ExampleGeneEnsembl-74,ExGene74,0.039029302,0.1429565,0.78883858,0.86756425,0.58323937,0.519926953,0.140157855,0.131752425,0.761170079,0.834880507,0.14000574,0.215389953
ExampleGeneEnsembl-75,ExGene75,0.698123436,0.010823067,0.77912983,0.93175958,0.707403863,0.045319962,0.567367205,0.951816858,0.680931766,0.042642133,0.880997016,0.753805006
ExampleGeneEnsembl-76,ExGene76,0.811254688,0.692262217,0.270790499,0.617648335,0.091143007,0.538755301,0.443520304,0.66157901,0.257348213,0.705551943,0.89847978,0.925356263
ExampleGeneEnsembl-77,ExGene77,0.328132332,0.472136692,0.184657021,0.638571194,0.504955669,0.879428013,0.954016149,0.504165534,0.445093278,0.702302266,0.577713367,0.959619922
ExampleGeneEnsembl-78,ExGene78,0.082120973,0.450881201,0.531703437,0.832968393,0.369796674,0.527379431,0.617184282,0.635978801,0.373266398,0.045199121,0.032295394,0.073664206
ExampleGeneEnsembl-79,ExGene79,0.02164461,0.89241504,0.402205595,0.217337739,0.251698901,0.852287194,0.299622646,0.500156977,0.094378347,0.742990199,0.685730953,0.340672716
ExampleGeneEnsembl-80,ExGene80,0.673887579,0.807400192,0.543280098,0.747592182,0.534890188,0.240668413,0.800459271,0.894446867,0.967883961,0.378420457,0.007819245,0.358142219
ExampleGeneEnsembl-81,ExGene81,0.167488642,0.669853963,0.026501027,0.041088977,0.426855558,0.889590118,0.32491405,0.620380349,0.80088376,0.25261565,0.635083655,0.973772802
ExampleGeneEnsembl-82,ExGene82,0.308503858,0.747244477,0.853891296,0.911854288,0.306003745,0.860086487,0.975399454,0.087583253,0.744557844,0.263713919,0.217979559,0.84171768
ExampleGeneEnsembl-83,ExGene83,0.34216334,0.234195388,0.752879968,0.218735923,0.575132319,0.691986552,0.14029929,0.805298273,0.357772976,0.927240714,0.300723093,0.976620372
ExampleGeneEnsembl-84,ExGene84,0.83890788,0.089311337,0.596955403,0.260706572,0.062677883,0.481504812,0.006198449,0.13102251,0.156974708,0.313368084,0.107090584,0.792908615
ExampleGeneEnsembl-85,ExGene85,0.837679239,0.270394249,0.757205192,0.281072898,0.688888202,0.706829405,0.353267542,0.199951877,0.796783508,0.055018573,0.104114074,0.590798151
ExampleGeneEnsembl-86,ExGene86,0.386166197,0.283631001,0.596790314,0.493965742,0.315701725,0.429571055,0.747370212,0.409471217,0.566542845,0.43473464,0.092552945,0.128944109
ExampleGeneEnsembl-87,ExGene87,0.35500248,0.896761588,0.608765758,0.890064617,0.559068892,0.346802231,0.814722805,0.862564678,0.065682932,0.150976629,0.808308408,0.164544137
ExampleGeneEnsembl-88,ExGene88,0.486784416,0.411609499,0.477687434,0.948771823,0.542402979,0.63654171,0.180082551,0.891749255,0.574053264,0.373810651,0.717764972,0.274350484
ExampleGeneEnsembl-89,ExGene89,0.306921476,0.799698297,0.047396552,0.209739871,0.593651707,0.808795712,0.864430283,0.553747277,0.272575615,0.333988146,0.08168923,0.249078993
ExampleGeneEnsembl-90,ExGene90,0.702076774,0.10858332,0.809438021,0.691679221,0.871279518,0.746906912,0.956653001,0.957300544,0.048966492,0.769250508,0.210670407,0.104272817
ExampleGeneEnsembl-91,ExGene91,0.030612386,0.29902884,0.753421893,0.348778714,0.761727905,0.431486514,0.81903035,0.363536039,0.241721316,0.666784721,0.14979469,0.808164912
ExampleGeneEnsembl-92,ExGene92,0.790186836,0.945085166,0.802747879,0.888463709,0.993346261,0.435594566,0.786753004,0.75857149,0.642189288,0.354647433,0.970669333,0.138611748
ExampleGeneEnsembl-93,ExGene93,0.780409302,0.099117049,0.044926981,0.176321933,0.098313313,0.410263715,0.709083293,0.643929894,0.900069673,0.28004937,0.05770137,0.74826736
ExampleGeneEnsembl-94,ExGene94,0.764766507,0.357543336,0.194052691,0.466058483,0.522124136,0.513119726,0.802668736,0.324285695,0.150701467,0.451393999,0.062180906,0.693799624
ExampleGeneEnsembl-95,ExGene95,0.420320827,0.898900527,0.416872542,0.139224834,0.525055612,0.762691922,0.211681241,0.650813636,0.111088197,0.253866407,0.843560113,0.672518967
ExampleGeneEnsembl-96,ExGene96,0.289179104,0.454412291,0.171561514,0.0834792,0.895854681,0.362413246,0.880088089,0.241968421,0.761658566,0.352006183,0.686172188,0.109460405
ExampleGeneEnsembl-97,ExGene97,0.144786973,0.407337094,0.571868625,0.143774112,0.085946577,0.66752058,0.176315434,0.31667501,0.875414966,0.381742621,0.047469929,0.154914753
ExampleGeneEnsembl-98,ExGene98,0.036064144,0.312615497,0.517462222,0.991865602,0.12155481,0.102544796,0.9100499,0.622699906,0.422645286,0.498817533,0.84307903,0.25170424
ExampleGeneEnsembl-99,ExGene99,0.270492294,0.708512323,0.06869025,0.070403696,0.462498944,0.968807948,0.476922694,0.178388581,0.851312291,0.616055629,0.677199103,0.100469265
ExampleGeneEnsembl-100,ExGene100,0.76518784,0.778872455,0.192297111,0.660424586,0.753163808,0.796184344,0.718368331,0.183524464,0.33206987,0.681769219,0.550384846,0.604509712
ExampleGeneEnsembl-101,ExGene101,0.747870523,0.484173391,0.805985919,0.813092026,0.274199929,0.459844978,0.355951545,0.336814708,0.645338357,0.142838029,0.341085655,0.523267927
ExampleGeneEnsembl-102,ExGene102,0.015378735,0.724593029,0.979157359,0.568852114,0.977950717,0.749005635,0.626727783,0.731766921,0.974299833,0.018795943,0.073679243,0.131869885
ExampleGeneEnsembl-103,ExGene103,0.067584761,0.273848142,0.718944446,0.474487593,0.856080157,0.551256739,0.154620024,0.499304014,0.203555121,0.517230141,0.965746998,0.401557781
ExampleGeneEnsembl-104,ExGene104,0.474122641,0.473401039,0.246428179,0.299360003,0.928774488,0.992429916,0.319942462,0.146018183,0.596813456,0.601309345,0.16486628,0.163609485
ExampleGeneEnsembl-105,ExGene105,0.860664069,0.520444651,0.813353746,0.847509141,0.371807075,0.545603213,0.433218738,0.311091156,0.330047689,0.892640757,0.391755848,0.845412064
ExampleGeneEnsembl-106,ExGene106,0.014220718,0.509014639,0.257531692,0.859093526,0.040036948,0.445688097,0.913307985,0.731635403,0.86317459,0.619249051,0.906337895,0.262684637
ExampleGeneEnsembl-107,ExGene107,0.307595446,0.408554261,0.412128959,0.963763192,0.843661222,0.827917572,0.178707031,0.79103482,0.16740649,0.10997066,0.167820976,0.734295317
ExampleGeneEnsembl-108,ExGene108,0.263927802,0.132920558,0.665434992,0.065934988,0.231919175,0.522949796,0.620047934,0.078848831,0.019290913,0.770808349,0.871084,0.414695526
ExampleGeneEnsembl-109,ExGene109,0.982810285,0.251290355,0.25470947,0.361757419,0.109692324,0.175473339,0.05771994,0.784824988,0.170089887,0.060194165,0.775671693,0.637851212
ExampleGeneEnsembl-110,ExGene110,0.418502226,0.921493143,0.94484275,0.204653263,0.585373222,0.717772449,0.162656971,0.604637254,0.798461099,0.246083402,0.257551829,0.586120193
ExampleGeneEnsembl-111,ExGene111,0.083406431,0.696496085,0.395106574,0.239891412,0.848761771,0.434206568,0.852430391,0.562078867,0.91348585,0.21048766,0.824772336,0.642297427
ExampleGeneEnsembl-112,ExGene112,0.14250332,0.451290099,0.113716426,0.251581634,0.285109959,0.831945148,0.759764593,0.682631597,0.012003706,0.718582282,0.522833567,0.641405488
ExampleGeneEnsembl-113,ExGene113,0.508741176,0.710112201,0.229047093,0.17268214,0.34151938,0.0061597,0.912632743,0.932570536,0.455388906,0.495313802,0.748120041,0.137338465
ExampleGeneEnsembl-114,ExGene114,0.23033614,0.82414839,0.392117737,0.588810662,0.680783452,0.498106791,0.359947917,0.990374382,0.770039433,0.389917407,0.799632794,0.361111052
ExampleGeneEnsembl-115,ExGene115,0.473338259,0.754324735,0.133697275,0.037946922,0.467962552,0.511560758,0.910819222,0.072464992,0.538904583,0.919632809,0.623100609,0.738316933
ExampleGeneEnsembl-116,ExGene116,0.48787928,0.044632037,0.523913701,0.25506965,0.455886259,0.161838472,0.929138111,0.008609418,0.002562818,0.531411495,0.865663488,0.476483305
ExampleGeneEnsembl-117,ExGene117,0.243788242,0.830303687,0.163550896,0.09838955,0.762248131,0.310883549,0.692711581,0.055258177,0.499349918,0.628776952,0.089882597,0.560235314
ExampleGeneEnsembl-118,ExGene118,0.638681053,0.436249341,0.849933969,0.798677929,0.607004754,0.343650993,0.732069265,0.576113017,0.188844005,0.847578682,0.787957095,0.649909059
ExampleGeneEnsembl-119,ExGene119,0.267737118,0.049174634,0.768116155,0.424055205,0.403289643,0.084108403,0.397846846,0.314745243,0.800541001,0.352323541,0.983110166,0.683204841
ExampleGeneEnsembl-120,ExGene120,0.554197182,0.615888083,0.634307962,0.560375853,0.586778685,0.351434134,0.681742366,0.964898193,0.469494309,0.415749439,0.713856526,0.830660048
ExampleGeneEnsembl-121,ExGene121,0.960329369,0.627378289,0.620621431,0.290221211,0.643587101,0.801903713,0.586876814,0.248846624,0.199192074,0.291038473,0.206047453,0.108947293
ExampleGeneEnsembl-122,ExGene122,0.278350063,0.840006954,0.118766754,0.943274079,0.038791718,0.592017005,0.83193603,0.923081496,0.983935401,0.122890348,0.003291944,0.675206058
ExampleGeneEnsembl-123,ExGene123,0.229235493,0.759649153,0.153487084,0.296955312,0.407781421,0.720180989,0.34704653,0.348277191,0.798354372,0.845169679,0.918626428,0.956992961
ExampleGeneEnsembl-124,ExGene124,0.839445349,0.153235798,0.078133818,0.267965373,0.425931818,0.071470479,0.480109122,0.856674255,0.918538369,0.661123563,0.67519018,0.78438306
ExampleGeneEnsembl-125,ExGene125,0.240711807,0.43672279,0.584836219,0.795956833,0.803685856,0.463845861,0.558351171,0.851081603,0.967018266,0.140229134,0.660315595,0.084285262
ExampleGeneEnsembl-126,ExGene126,0.889830639,0.440558765,0.933432694,0.996551433,0.844795689,0.958705046,0.380068038,0.319337221,0.52241226,0.255851159,0.461254609,0.081853999
ExampleGeneEnsembl-127,ExGene127,0.033898257,0.148476741,0.992790752,0.101204731,0.762701584,0.818314671,0.526580552,0.564223519,0.87675401,0.215828488,0.131352614,0.341357736
ExampleGeneEnsembl-128,ExGene128,0.569359732,0.321116825,0.302471308,0.876256579,0.092868062,0.381548893,0.963362177,0.783176271,0.746126398,0.654384187,0.509494349,0.21724082
ExampleGeneEnsembl-129,ExGene129,0.819276095,0.825971904,0.45707263,0.753762683,0.05319958,0.042449617,0.214823519,0.52744171,0.486792019,0.054204951,0.130623652,0.106434711
ExampleGeneEnsembl-130,ExGene130,0.322444211,0.779237356,0.655505654,0.906342921,0.23121581,0.761350321,0.762767971,0.817905187,0.171176272,0.017826587,0.876375726,0.240338506
ExampleGeneEnsembl-131,ExGene131,0.880989795,0.785895693,0.88182303,0.919618171,0.137668444,0.650311435,0.084441917,0.6521208,0.905450368,0.405003323,0.283112121,0.516372552
ExampleGeneEnsembl-132,ExGene132,0.471168601,0.139994071,0.18648892,0.66344587,0.499939267,0.655534202,0.602859557,0.906697228,0.316539339,0.279299201,0.017955368,0.392981068
ExampleGeneEnsembl-133,ExGene133,0.54803318,0.582728105,0.693926337,0.269021627,0.796254726,0.965260815,0.838523246,0.876990927,0.885551952,0.653222543,0.322170451,0.269459786
ExampleGeneEnsembl-134,ExGene134,0.442757832,0.974724497,0.19395675,0.18657765,0.783832374,0.547567749,0.553392846,0.39256322,0.282432367,0.468877628,0.539078596,0.319644907
ExampleGeneEnsembl-135,ExGene135,0.221751927,0.388896187,0.483948641,0.392300288,0.3674987,0.768994971,0.019328213,0.767635723,0.839771355,0.850202709,0.553044932,0.866882759
ExampleGeneEnsembl-136,ExGene136,0.293293189,0.411643463,0.531869515,0.051587542,0.560941074,0.271810801,0.32201659,0.701450832,0.085490018,0.247680842,0.487380894,0.49378165
ExampleGeneEnsembl-137,ExGene137,0.981411197,0.28938619,0.815734386,0.878530363,0.884263833,0.313030068,0.816833573,0.37258436,0.40776552,0.862745951,0.174574409,0.03261415
ExampleGeneEnsembl-138,ExGene138,0.729032576,0.085109053,0.254326457,0.240408047,0.65705827,0.651141359,0.348320831,0.575623839,0.364202026,0.00222639,0.689415705,0.73117333
ExampleGeneEnsembl-139,ExGene139,0.526975147,0.305758824,0.0025351,0.542490565,0.011320358,0.358315483,0.595391635,0.063085921,0.116242117,0.902739557,0.949661168,0.794546471
ExampleGeneEnsembl-140,ExGene140,0.913765809,0.256803774,0.985830361,0.884344568,0.376642719,0.843459065,0.933491073,0.267707622,0.606238748,0.492887478,0.309078682,0.35299463
ExampleGeneEnsembl-141,ExGene141,0.480042635,0.54736807,0.453858187,0.602617736,0.561118957,0.877926094,0.752279131,0.029456568,0.251937274,0.874268893,0.920642426,0.524177791
ExampleGeneEnsembl-142,ExGene142,0.269744113,0.495557119,0.69000437,0.968430287,0.742734117,0.10513832,0.644833089,0.378245705,0.424296088,0.834148159,0.322985111,0.322705336
ExampleGeneEnsembl-143,ExGene143,0.435428145,0.332299813,0.734368768,0.760044517,0.763473904,0.55651271,0.209607338,0.190267925,0.617668042,0.786900638,0.763702768,0.566316399
ExampleGeneEnsembl-144,ExGene144,0.212438686,0.269385111,0.326247128,0.363909935,0.979936264,0.701254958,0.504329326,0.95208435,0.845630277,0.772879269,0.352586736,0.348152603
ExampleGeneEnsembl-145,ExGene145,0.446845565,0.604597907,0.535467537,0.165640037,0.762416103,0.584501051,0.882344137,0.489136334,0.241222765,0.875138138,0.586235879,0.47781045
ExampleGeneEnsembl-146,ExGene146,0.697699937,0.120807111,0.741135555,0.239588346,0.817859673,0.460179996,0.430460448,0.545514555,0.927945344,0.200859152,0.805726131,0.399470702
